converterSerial,bgswid,objectName,gateway,GW_online,GW_health,GW_last_seen,FWversion,connection,mobile_rssi,disconnects_last_24h,gotVislist,vislistCount,isBinded,inVislist,seenCountToday,see_MBP_reqs,see_MDP_resps,resp_status_ok,conv_error_and_MB_exception
00187583,2796560,Boxhagener Straße 115,0200000140006A1B,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-79,0,YES,46,YES,YES,88,NO,NO,NO,
00176200,2756554,Alte Schönhauser Straße 32a,0200000140007853,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-91,4,YES,7,YES,YES,21,NO,NO,NO,
00176116,2819201,Dossestraße 16,02000001400073EF,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-87,0,YES,5,YES,YES,86,NO,NO,NO,
00175893,2883438,Holzmarktstraße 54,020000014000782F,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-73,0,YES,6,YES,YES,94,NO,NO,NO,
00176353,2756255,Alte Jakobstraße 46,0200000140007058,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-85,0,YES,89,YES,YES,95,NO,NO,NO,
00176090,24799898,Brunsbütteler Damm 269,020000014000699C,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-79,0,YES,3,YES,YES,96,NO,NO,NO,
00175948,2949618,Mühsamstraße 20,02000001400068C8,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-89,1,YES,530,YES,YES,93,NO,NO,NO,
00176067,2899987,Karl-Liebknecht-Straße 7,02000001400070CD,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-81,2,YES,6,YES,YES,87,NO,NO,NO,
00176337,2941050,Max-Beer-Straße 48,020000014000718F,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-73,2,YES,213,YES,YES,99,NO,NO,NO,
00175974,2936556,Marchlewskistraße 25,02000001400068A7,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-77,1,YES,48,YES,YES,42,NO,NO,NO,
00176026,2987414,Rochowstraße 12,02000001400069C1,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-77,0,YES,313,YES,YES,76,NO,NO,NO,
00176004,8312339,Alexanderstraße 15,0200000140007616,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-69,0,YES,1,YES,YES,93,NO,NO,NO,
00176362,2752329,Alexandrinenstraße 37,02000001400068C1,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-81,0,YES,241,YES,YES,92,NO,NO,NO,
00176023,2865107,Höchste Straße 6,0200000140006A57,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-77,0,YES,71,YES,YES,93,NO,NO,NO,
00176107,2858114,Graudenzer Straße 15c,0200000140006295,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-75,0,YES,262,YES,YES,89,NO,NO,NO,
00176369,2987039,Ritterstraße 44b,02000001400069DA,YES,ok,2025-10-14 06:51,3.1.21-vfde-57,mobile,-71,0,YES,6,YES,YES,87,NO,NO,NO,
00175985,2925703,Lichtenberger Straße 18,0200000140006323,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-79,0,YES,44,YES,YES,95,NO,NO,NO,
00176365,2960571,Oranienstraße 49,02000001400062D2,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-67,7,YES,146,YES,YES,94,NO,NO,NO,
00175931,3027841,Strausberger Straße 39,02000001400074C6,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-67,0,YES,52,YES,YES,97,NO,NO,NO,
00176250,2818093,Dolziger Straße 47,0200000140006289,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-77,1,YES,184,YES,YES,95,NO,NO,NO,
00176268,2843044,Friedrichstraße 106b,02000001400070CC,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-81,0,YES,6,YES,YES,77,NO,NO,NO,
00176301,2819970,Dreysestraße 14,0200000140007210,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-83,0,YES,125,YES,YES,83,NO,NO,NO,
00176328,2972085,Platz der Vereinten Nationen 2,0200000140007298,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-71,0,YES,54,YES,YES,87,NO,NO,NO,
00175973,3051638,Weidenweg 64,0200000140006FAE,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-85,0,YES,102,YES,YES,86,NO,NO,NO,
00175907,2964178,Palisadenstraße 35a,0200000140007534,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-73,0,YES,232,YES,YES,91,NO,NO,NO,
00175855,2911273,Kommandantenstraße 52,0700000170030581,YES,ok,2025-10-14 06:52,vfde-59,mobile,,0,YES,63,YES,YES,82,NO,NO,NO,
00187665,2810751,Colbestraße 11,02000001400063F6,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-87,0,YES,137,YES,YES,91,NO,NO,NO,
00176082,2942674,Melchiorstraße 40,0200000140007468,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-67,0,YES,39,YES,YES,90,NO,NO,NO,
00176307,3027850,Strausberger Straße 48,020000014000730C,YES,ok,2025-10-14 06:48,3.1.21-vfde-59,mobile,-71,0,YES,30,YES,YES,99,NO,NO,NO,
00176076,2828555,Engeldamm 42,0200000140007486,YES,ok,2025-10-14 06:52,3.1.21-vfde-57,mobile,-73,0,YES,9,YES,YES,90,NO,NO,NO,
00175865,3037919,Torstraße 207,02000001400074C0,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-91,2,YES,43,YES,YES,86,NO,NO,NO,
00176047,2896357,Köpenicker Straße 99,020000014000747A,YES,ok,2025-10-14 06:52,3.1.21-vfde-57,mobile,-75,0,YES,84,YES,YES,82,NO,NO,NO,
00176048,2938901,Markgrafenstraße 39,020000014000710D,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-73,0,YES,67,YES,YES,85,NO,NO,NO,
00176371,2928462,Linienstraße 79,0200000140006973,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-73,0,YES,322,YES,YES,91,NO,NO,NO,
00176121,2865862,Haberlandweg 2,02000001400073C3,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-81,0,YES,2,YES,YES,96,NO,NO,NO,
00176356,2950626,Münzstraße 7,020000014000748C,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-75,0,YES,125,YES,YES,87,NO,NO,NO,
00176080,2944033,Michaelkirchplatz 7,0200000140007825,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-75,0,YES,29,YES,YES,89,NO,NO,NO,
00176338,2942930,Memhardstraße 2,020000014000754F,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-77,0,YES,27,YES,YES,85,NO,NO,NO,
00176309,22715389,Habersaathstraße 4,020000014000726A,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-61,0,YES,4,YES,YES,87,NO,NO,NO,
00187595,2964197,Palisadenstraße 53,07000001700201ED,YES,ok,2025-10-14 06:53,vfde-59,mobile,-87,73,YES,4,YES,YES,75,NO,NO,NO,
00175979,24787201,Brunsbütteler Damm 303,0200000140006895,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-83,0,YES,2,YES,YES,98,NO,NO,NO,
00175912,2946564,Mollstraße 27,020000014000688C,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-73,0,YES,49,YES,YES,95,NO,NO,NO,
00176389,2900027,Karl-Marx-Allee 28,020000014000768E,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-79,0,YES,5,YES,YES,96,NO,NO,NO,
00175842,24799916,Brunsbütteler Damm 287,02000001400072F0,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-69,0,YES,4,YES,YES,96,NO,NO,NO,
00175824,2860651,Große Hamburger Straße 41,0200000140007650,YES,ok,2025-10-14 06:52,3.1.21-vfde-57,mobile,-89,43,YES,3,YES,YES,95,NO,NO,NO,
00176274,2843061,Friedrichstraße 172,02000001400070D0,YES,ok,2025-10-14 06:51,3.1.21-tarent-55,mobile,-85,0,YES,20,YES,YES,88,NO,NO,NO,
00042337,2773986,Auguststraße 29a,02000001400074BF,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-89,14,YES,17,YES,NO
00176361,2930471,Luckauer Straße 17,020000014000731E,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-75,0,YES,134,YES,YES,96,NO,NO,NO,
00176094,11510630,Poststraße 11,02000001400070A1,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-81,117,YES,94,YES,YES,83,NO,NO,NO,
00176167,2984702,Richard-Sorge-Straße 76,02000001400068BA,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-91,32,YES,179,YES,YES,88,NO,NO,NO,
00176269,2819196,Dossestraße 11,0200000140006288,YES,ok,2025-10-14 06:51,3.1.21-vfde-57,mobile,-77,0,YES,13,YES,YES,84,NO,NO,NO,
00176249,3015020,Singerstraße 52,0200000140006986,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-77,0,YES,231,YES,YES,90,NO,NO,NO,
00187608,2768351,Andreasstraße 35,0200000140006341,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-83,2,YES,174,YES,YES,95,NO,NO,NO,
00176052,3017629,Spandauer Straße 2,0200000140007695,YES,ok,2025-10-14 06:49,3.1.21-vfde-57,mobile,-81,11,YES,7,YES,YES,86,NO,NO,NO,
00187676,2865115,Höchste Straße 23,0200000140006A4E,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-69,0,YES,4,YES,YES,95,NO,NO,NO,
00176097,2807966,Cauerstraße 2,02000001400062B7,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-61,0,YES,290,YES,YES,96,NO,NO,NO,
00175927,2984711,Richard-Sorge-Straße 84,0200000140007527,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-75,0,YES,3,YES,YES,95,NO,NO,NO,
00176192,2809319,Chausseestraße 52,0200000140006EE5,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-79,0,YES,71,YES,YES,78,NO,NO,NO,
00176382,2960539,Oranienstraße 70,020000014000634D,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-75,0,YES,395,YES,YES,93,NO,NO,NO,
00176280,2995524,Samariterstraße 30,0200000140006FED,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-83,0,YES,85,YES,YES,73,NO,NO,NO,
00176177,2900127,Karl-Marx-Allee 102,0200000140007665,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-83,4,YES,29,YES,YES,95,NO,NO,NO,
00187662,2892061,Jessnerstraße 29,0200000140006A69,YES,ok,2025-10-14 06:50,3.1.21-vfde-57,mobile,-87,1,YES,78,YES,YES,92,NO,NO,NO,
00176013,2909030,Kochhannstraße 11,02000001400068B0,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-69,0,YES,128,YES,YES,96,NO,NO,NO,
00176340,3012568,Seydelstraße 33,0200000140007231,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-69,0,YES,81,YES,YES,88,NO,NO,NO,
00175914,3015003,Singerstraße 19,0200000140007076,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-59,0,YES,102,YES,YES,95,NO,NO,NO,
00175831,2919791,Landsberger Allee 68a,02000001400074F7,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-81,0,YES,16,YES,YES,79,NO,NO,NO,
00176012,2865865,Haberlandweg 4,02000001400070AD,YES,ok,2025-10-14 06:53,3.1.21-vfde-57,mobile,-69,0,YES,4,YES,YES,86,NO,NO,NO,
00175844,24799926,Brunsbütteler Damm 299,020000014000695D,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-73,0,YES,11,YES,YES,96,NO,NO,NO,
00176141,2952708,Neue Blumenstraße 16,02000001400071D9,YES,ok,2025-10-14 06:51,3.1.21-vfde-57,mobile,-71,0,YES,4,YES,YES,91,NO,NO,NO,
00176086,2852002,Ghanastraße 28,0200000140006A48,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-85,1,YES,15,YES,YES,82,NO,NO,NO,
00176204,6277802,Neue Schönhauser Straße 1b,0200000140007864,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-91,1,YES,4,YES,YES,45,NO,NO,NO,
00175921,2972084,Platz der Vereinten Nationen 1,0200000140007521,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-69,0,YES,48,YES,YES,89,NO,NO,NO,
00175964,2923353,Leipziger Straße 41,020000014000710F,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-79,0,YES,4,YES,YES,86,NO,NO,NO,
00176287,3048048,Wallstraße 1,020000014000772A,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-81,0,YES,54,YES,YES,88,NO,NO,NO,
00175888,24799901,Brunsbütteler Damm 269c,020000014000635F,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-85,0,YES,1,YES,YES,94,NO,NO,NO,
00176246,2900140,Karl-Marx-Allee 128,0200000140006E9F,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-81,0,YES,42,YES,YES,97,NO,NO,NO,
00175952,2936553,Marchlewskistraße 20,02000001400068D3,YES,ok,2025-10-14 06:51,3.1.21-tarent-52,mobile,-81,504,YES,165,YES,YES,84,NO,NO,NO,
00187675,2892078,Jessnerstraße 56,0200000140006A5D,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-65,0,YES,140,YES,YES,96,NO,NO,NO,
00176096,2863367,Guerickestraße 10,0200000140006284,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-75,0,YES,99,YES,YES,95,NO,NO,NO,
00176065,3046063,Waldemarstraße 110,02000001400069DC,YES,ok,2025-10-14 06:52,3.1.21-vfde-57,mobile,-77,0,YES,117,YES,YES,94,NO,NO,NO,
00176179,2946561,Mollstraße 21,0200000140006910,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-71,0,YES,78,YES,YES,92,NO,NO,NO,
00176251,2979864,Rathausstraße 11,0200000140007607,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-83,3,YES,24,YES,YES,80,NO,NO,NO,
00176346,2778857,Bauhofstraße 5,020000014000727C,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-81,0,YES,20,YES,YES,96,NO,NO,NO,
00175879,2839734,Frankfurter Allee 86a,020000014000723E,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-69,1,YES,92,YES,YES,79,NO,NO,NO,
00176276,2964215,Palisadenstraße 84,07000001700200DF,YES,ok,2025-10-14 06:52,vfde-59,mobile,,0,YES,116,YES,YES,94,NO,NO,NO,
00176258,2979862,Rathausstraße 7,0200000140007603,NO,ok,2025-10-14 05:48,3.1.21-vfde-57,mobile,-100,198,NO
00176257,2979862,Rathausstraße 7,0200000140007603,NO,ok,2025-10-14 05:48,3.1.21-vfde-57,mobile,-100,198,NO
00176333,2732299,Singerstraße 83,0200000140007860,YES,ok,2025-10-14 06:53,3.1.21-vfde-57,mobile,-85,92,YES,4,YES,YES,57,NO,NO,NO,
00176188,2972098,Platz der Vereinten Nationen 17,0200000140007722,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-85,0,YES,3,YES,YES,92,NO,NO,NO,
00176123,2973105,Poststraße 2,02000001400071DD,YES,ok,2025-10-14 06:51,3.1.21-vfde-57,mobile,-79,1,YES,54,YES,YES,79,NO,NO,NO,
00175943,2925700,Lichtenberger Straße 17,0200000140007245,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-75,0,YES,10,YES,YES,95,NO,NO,NO,
00175984,3048085,Wallstraße 90,0200000140007617,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-71,0,YES,92,YES,YES,89,NO,NO,NO,
00175870,2918918,Löwestraße 6,0200000140007523,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-75,0,YES,187,YES,YES,89,NO,NO,NO,
00175849,2906864,Kleine Markusstraße 6,0200000140006A5F,YES,ok,2025-10-14 06:50,3.1.21-vfde-57,mobile,-79,0,YES,207,YES,YES,92,NO,NO,NO,
00175945,3014782,Simplonstraße 61,0200000140006966,NO,ok,2025-10-14 00:06,3.1.21-tarent-52,mobile,-85,469,SKIP
00175905,2892073,Jessnerstraße 50,0200000140007631,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-65,0,YES,171,YES,YES,92,NO,NO,NO,
00175829,2919793,Landsberger Allee 68c,02000001400070E4,YES,ok,2025-10-14 06:53,3.1.21-vfde-57,mobile,-83,0,YES,10,YES,YES,84,NO,NO,NO,
00176383,2892279,Joachimstraße 13a,02000001400062B5,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-83,1,YES,85,YES,YES,74,NO,NO,NO,
00175895,2925717,Lichtenberger Straße 31,0200000140007839,YES,ok,2025-10-14 06:52,3.1.21-vfde-57,mobile,-71,0,YES,1,YES,YES,97,NO,NO,NO,
00176295,2965699,Paretzer Straße 6,02000001400070EF,YES,ok,2025-10-14 06:49,3.1.21-tarent-55,mobile,-83,1,YES,150,YES,YES,96,NO,NO,NO,
00175836,24799911,Brunsbütteler Damm 281,0200000140006968,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-71,0,YES,21,YES,YES,95,NO,NO,NO,
00176321,2920433,Lange Straße 82,0200000140007538,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-79,22,YES,6,YES,YES,97,NO,NO,NO,
00176175,2900045,Karl-Marx-Allee 69a,0200000140006A4A,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-63,0,YES,287,YES,YES,93,NO,NO,NO,
00176264,2900012,Karl-Marx-Allee 41,020000014000688D,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-83,0,YES,41,YES,YES,82,NO,NO,NO,
00176387,2952874,Neue Jakobstraße 42,020000014000731C,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-77,1,YES,68,YES,YES,97,NO,NO,NO,
00176270,2785821,Berolinastraße 20,02000001400073FA,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-67,0,YES,29,YES,YES,89,NO,NO,NO,
00176345,2973115,Poststraße 28,0200000140007031,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-77,14,YES,15,YES,YES,30,NO,NO,NO,
00176131,2900019,Karl-Marx-Allee 8,0200000140007693,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-63,0,YES,4,YES,YES,90,NO,NO,NO,
00176120,2891317,Jacobystraße 6,0200000140007215,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-75,0,YES,3,YES,YES,85,NO,NO,NO,
00176025,2987422,Rochowstraße 19,0200000140006990,YES,ok,2025-10-14 06:49,3.1.21-vfde-57,mobile,-73,98,YES,71,YES,YES,95,NO,NO,NO,
00176377,2975890,Propststraße 9,0200000140007063,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-79,0,YES,31,YES,YES,83,NO,NO,NO,
00187674,2893905,Jungstraße 11,0700000170020529,YES,ok,2025-10-14 06:53,vfde-59,mobile,,43,YES,13,YES,YES,47,NO,NO,NO,
00175938,3050564,Wedekindstraße 7,02000001400072E2,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-67,0,YES,98,YES,YES,93,NO,NO,NO,
00176396,3037917,Torstraße 203,0200000140006E8B,YES,ok,2025-10-14 06:52,3.1.21-vfde-57,mobile,-103,122,NO
00176308,3037917,Torstraße 203,0200000140006E8B,YES,ok,2025-10-14 06:52,3.1.21-vfde-57,mobile,-103,122,NO
00187666,2926598,Liebigstraße 4a,02000001400068D6,YES,ok,2025-10-14 06:52,3.1.21-vfde-57,mobile,-83,0,YES,107,YES,YES,87,NO,NO,NO,
