converterSerial,bgswid,objectName,gateway,GW_online,GW_health,GW_last_seen,FWversion,connection,mobile_rssi,disconnects_last_24h,gotVislist,vislistCount,isBinded,inVislist,seenCountToday,see_MBP_reqs,see_MDP_resps,resp_status_ok,conv_error_and_MB_exception
00175929,2964199,Palisadenstraße 55,02000001400074E6,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-79,0,YES,67,YES,YES,89,NO,NO,NO,
00176324,2972084,Platz der Vereinten Nationen 1,020000014000752C,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-71,0,YES,42,YES,YES,90,NO,NO,NO,
00176278,2987427,Rochowstraße 24,0200000140006916,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-79,0,YES,32,YES,YES,97,NO,NO,NO,
00042340,2892277,Joachimstraße 12c,0200000140006401,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-75,1,YES,219,YES,YES,97,NO,NO,NO,
00175987,2918926,Löwestraße 14,0200000140007770,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-81,0,YES,206,YES,YES,12,NO,NO,NO,
00175864,2973115,Poststraße 28,0200000140007031,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-77,14,YES,15,YES,YES,22,NO,NO,NO,
00176051,2923383,Leipziger Straße 119,02000001400075A4,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-75,0,YES,120,YES,YES,88,NO,NO,NO,
00176137,2900023,Karl-Marx-Allee 18,0200000140007682,YES,ok,2025-10-14 06:51,3.1.21-vfde-57,mobile,-79,0,YES,4,YES,YES,88,NO,NO,NO,
00175843,2865866,Haberlandweg 5,020000014000689D,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-81,0,YES,2,YES,YES,97,NO,NO,NO,
00175885,3030829,Südekumzeile 13c,0200000140007302,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-83,0,YES,1,YES,YES,93,NO,NO,NO,
00176320,2968943,Petersburger Straße 81,02000001400075C7,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-55,0,YES,112,YES,YES,83,NO,NO,NO,
00176087,22715388,Habersaathstraße 2,0200000140007212,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-67,0,YES,3,YES,YES,88,NO,NO,NO,
00176212,3037939,Torstraße 188,02000001400072D6,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-85,16,YES,33,YES,YES,80,NO,NO,NO,
00176129,2975890,Propststraße 9,0200000140007063,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-79,0,YES,31,YES,YES,88,NO,NO,NO,
00176022,3023622,Stralauer Allee 26,0200000140006FC5,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-77,0,YES,2,YES,YES,89,NO,NO,NO,
00170516,2785813,Berolinastraße 10,0200000140006899,YES,ok,2025-10-14 06:48,3.1.21-vfde-59,mobile,-69,0,YES,268,YES,YES,81,NO,NO,NO,
00176292,2752348,Alexandrinenstraße 101,0200000140007269,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-67,0,YES,6,YES,YES,90,NO,NO,NO,
00170525,2900032,Karl-Marx-Allee 42,02000001400071E1,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-65,0,YES,4,YES,YES,98,NO,NO,NO,
00176207,3037941,Torstraße 204,02000001400074C3,YES,ok,2025-10-14 06:49,3.1.21-vfde-57,mobile,-93,0,YES,50,YES,YES,88,NO,NO,NO,
00176173,2968942,Petersburger Straße 78,02000001400075B6,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-75,0,YES,107,YES,YES,83,NO,NO,NO,
00176105,3000672,Schillerstraße 60,02000001400073E6,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-81,0,YES,21,YES,YES,94,NO,NO,NO,
00175995,2899988,Karl-Liebknecht-Straße 9,02000001400071DB,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-81,0,YES,5,YES,YES,71,NO,NO,NO,
00176100,2863203,Gubener Straße 7,0200000140007122,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-77,0,YES,66,YES,YES,82,NO,NO,NO,
00176001,2954837,Niederwallstraße 11,0200000140006F57,YES,ok,2025-10-14 06:52,3.1.21-vfde-57,mobile,-75,0,YES,13,YES,YES,84,NO,NO,NO,
00176210,2896345,Köpenicker Straße 104,020000014000782B,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-65,0,YES,49,YES,YES,84,NO,NO,NO,
00176379,2987032,Ritterstraße 41b,0200000140007692,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-73,1,YES,3,YES,YES,89,NO,NO,NO,
00176061,2896347,Köpenicker Straße 108,02000001400071E0,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-79,0,YES,3,YES,YES,87,NO,NO,NO,
00175841,24799923,Brunsbütteler Damm 297,02000001400069A8,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-83,0,YES,2,YES,YES,94,NO,NO,NO,
00176275,3027846,Strausberger Straße 44,0200000140007507,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-71,0,YES,139,YES,YES,84,NO,NO,NO,
00176060,2899987,Karl-Liebknecht-Straße 7,02000001400070CD,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-81,2,YES,6,YES,YES,86,NO,NO,NO,
00176112,2858109,Graudenzer Straße 9c,02000001400062D6,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-79,0,YES,175,YES,YES,97,NO,NO,NO,
00187597,2858097,Graudenzer Straße 1c,02000001400070A0,YES,ok,2025-10-14 06:50,3.1.21-tarent-55,mobile,-79,0,YES,130,YES,YES,96,NO,NO,NO,
00176335,2999544,Scharrenstraße 10,020000014000718C,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-75,0,YES,161,YES,YES,94,NO,NO,NO,
00175892,2900035,Karl-Marx-Allee 50,02000001400076AD,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-71,0,YES,8,YES,YES,88,NO,NO,NO,
00176083,2949993,Müllerstraße 89b,0200000140006F5D,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-87,0,YES,63,YES,YES,98,NO,NO,NO,
00175976,2842708,Friedrichsgracht 58,0200000140007721,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-81,0,YES,255,YES,YES,85,NO,NO,NO,
00175887,2934232,Magistratsweg 107c,0200000140006987,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-83,0,YES,1,YES,YES,94,NO,NO,NO,
00176170,2911845,Koppenstraße 18,0200000140006A60,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-69,0,YES,201,YES,YES,93,NO,NO,NO,
00187585,2805891,Bänschstraße 92,02000001400068F3,YES,ok,2025-10-14 06:49,3.1.21-vfde-57,mobile,-87,6,YES,30,YES,YES,93,NO,NO,NO,
00176106,2863370,Guerickestraße 13,020000014000625D,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-85,0,YES,35,YES,YES,95,NO,NO,NO,
00176381,2960550,Oranienstraße 110,0200000140006299,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-83,0,YES,61,YES,YES,95,NO,NO,NO,
00176017,2906786,Kleine Andreasstraße 3,02000001400069AE,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-69,0,YES,88,YES,YES,93,NO,NO,NO,
00176075,2948180,Muskauer Straße 26,020000014000763F,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-87,0,YES,31,YES,YES,62,NO,NO,NO,
00176339,2975089,Prinzenstraße 80,02000001400073F7,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-85,0,YES,134,YES,YES,75,NO,NO,NO,
00176018,2906796,Kleine Andreasstraße 13,0200000140006993,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-69,0,YES,56,YES,YES,93,NO,NO,NO,
00176272,2753021,Almstadtstraße 2,02000001400070CF,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-69,0,YES,168,YES,YES,81,NO,NO,NO,
00176313,2913444,Krautstraße 27,020000014000633E,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-71,1,YES,109,YES,YES,95,NO,NO,NO,
00176088,2922560,Legiendamm 4,0200000140006285,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-81,0,YES,3,YES,YES,29,NO,NO,NO,
00175863,2839737,Frankfurter Allee 90,02000001400074E4,YES,ok,2025-10-14 06:48,3.1.21-vfde-59,mobile,-79,0,YES,66,YES,YES,88,NO,NO,NO,
00176101,2911843,Koppenstraße 16,0200000140007683,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-71,0,YES,124,YES,YES,97,NO,NO,NO,
00176305,2940672,Mauerstraße 68,020000014000730F,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-81,0,YES,87,YES,YES,87,NO,NO,NO,
00176091,2963180,Otto-Dix-Straße 6,02000001400076A3,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-79,0,YES,5,YES,YES,95,NO,NO,NO,
00175967,3037884,Torstraße 112,0200000140006EFC,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-83,0,YES,49,YES,YES,86,NO,NO,NO,
00175922,2913445,Krautstraße 28,0200000140006FAD,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-75,0,YES,124,YES,YES,84,NO,NO,NO,
00176267,2843044,Friedrichstraße 106b,02000001400070CC,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-81,0,YES,6,YES,YES,76,NO,NO,NO,
00176008,3016838,Sonntagstraße 10,02000001400071E6,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-87,1,YES,2,YES,YES,86,NO,NO,NO,
00176024,3058674,Wilhelm-Stolze-Straße 26,02000001400069D2,YES,ok,2025-10-14 06:48,3.1.21-vfde-59,mobile,-81,0,YES,475,YES,YES,85,NO,NO,NO,
00176360,3008697,Sebastianstraße 79,0200000140007782,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-81,0,YES,170,YES,YES,98,NO,NO,NO,
00176241,3052403,Weinstraße 11,020000014000765F,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-67,0,YES,225,YES,YES,90,NO,NO,NO,
00175942,2936560,Marchlewskistraße 26,0200000140006A16,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-71,0,YES,175,YES,YES,91,NO,NO,NO,
00176300,3040541,Turmstraße 20,0200000140007214,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-71,0,YES,47,YES,YES,96,NO,NO,NO,
00187657,2850274,Georgenkirchstraße 11,0200000140007016,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-71,0,YES,1,YES,YES,96,NO,NO,NO,
00176003,2921895,Lausitzer Platz 2,0200000140006A5A,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-85,1,YES,105,YES,YES,84,NO,NO,NO,
00176372,2928479,Linienstraße 88,02000001400068F1,YES,ok,2025-10-14 06:49,3.1.21-vfde-57,mobile,-79,1,YES,172,YES,YES,96,NO,NO,NO,
00176209,6352452,Almstadtstraße 28,02000001400077B0,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-63,0,YES,334,YES,YES,79,NO,NO,NO,
00170515,2925696,Lichtenberger Straße 10,0200000140007108,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-67,6,YES,2,YES,YES,92,NO,NO,NO,
00176178,2911870,Koppenstraße 54,02000001400069C6,YES,ok,2025-10-14 06:52,3.1.21-vfde-57,mobile,-75,0,YES,197,YES,YES,95,NO,NO,NO,
00176214,3037919,Torstraße 207,02000001400074C0,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-91,2,YES,43,YES,YES,86,NO,NO,NO,
00175883,2946563,Mollstraße 25,02000001400068FD,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-79,0,YES,143,YES,YES,89,NO,NO,NO,
00176050,2938901,Markgrafenstraße 39,020000014000710D,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-73,0,YES,67,YES,YES,89,NO,NO,NO,
00176199,2942930,Memhardstraße 2,020000014000754F,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-77,0,YES,27,YES,YES,86,NO,NO,NO,
00175969,2899989,Karl-Liebknecht-Straße 11,020000014000705C,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-81,0,YES,6,YES,YES,53,NO,NO,NO,
00176068,2900015,Karl-Marx-Allee 49,0200000140006945,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-59,1,YES,43,YES,YES,86,NO,NO,NO,
00176142,2952700,Neue Blumenstraße 8,02000001400071D4,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-71,0,YES,19,YES,YES,90,NO,NO,NO,
00176133,8312327,Alexanderstraße 21,0200000140007685,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-77,0,YES,2,YES,YES,83,NO,NO,NO,
00176069,3017629,Spandauer Straße 2,0200000140007695,YES,ok,2025-10-14 06:49,3.1.21-vfde-57,mobile,-81,11,YES,7,YES,YES,86,NO,NO,NO,
00175957,2942676,Melchiorstraße 42,02000001400071DC,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-75,0,YES,27,YES,YES,88,NO,NO,NO,
00176053,2923353,Leipziger Straße 41,020000014000710F,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-79,0,YES,4,YES,YES,81,NO,NO,NO,
00175972,2836630,Fischerinsel 2,02000001400071D2,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-77,0,YES,4,YES,YES,82,NO,NO,NO,
00175906,2985841,Rigaer Straße 108,0200000140007646,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-75,0,YES,150,YES,YES,87,NO,NO,NO,
00175872,2865865,Haberlandweg 4,02000001400070AD,YES,ok,2025-10-14 06:53,3.1.21-vfde-57,mobile,-69,0,YES,4,YES,YES,87,NO,NO,NO,
00176325,2972085,Platz der Vereinten Nationen 2,02000001400074A6,YES,ok,2025-10-14 06:49,3.1.21-vfde-56,mobile,-63,0,YES,37,YES,YES,85,NO,NO,NO,
00176127,2973105,Poststraße 2,02000001400071DD,YES,ok,2025-10-14 06:51,3.1.21-vfde-57,mobile,-79,1,YES,54,YES,YES,39,NO,NO,NO,
00176197,2899991,Karl-Liebknecht-Straße 15,020000014000755C,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-77,0,YES,47,YES,YES,86,NO,NO,NO,
00175881,2975889,Propststraße 8,0200000140007321,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-81,0,YES,9,YES,YES,80,NO,NO,NO,
00175916,2732299,Singerstraße 83,0200000140007860,YES,ok,2025-10-14 06:53,3.1.21-vfde-57,mobile,-85,92,YES,4,YES,YES,56,NO,NO,NO,
00176303,2865906,Habersaathstraße 1,0200000140007217,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-67,0,YES,5,YES,YES,89,NO,NO,NO,
00187609,2785832,Bersarinplatz 1,02000001400069D9,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-77,0,YES,208,YES,YES,89,NO,NO,NO,
00175954,3224124,Weidenweg 53,0200000140006A49,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-71,0,YES,140,YES,YES,86,NO,NO,NO,
00175928,2964199,Palisadenstraße 55,02000001400074E6,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-79,0,YES,67,YES,YES,87,NO,NO,NO,
00176329,2972084,Platz der Vereinten Nationen 1,020000014000752C,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-71,0,YES,42,YES,YES,89,NO,NO,NO,
00176364,2752348,Alexandrinenstraße 101,0200000140007269,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-67,0,YES,6,YES,YES,91,NO,NO,NO,
00176392,2900023,Karl-Marx-Allee 18,0200000140007682,YES,ok,2025-10-14 06:51,3.1.21-vfde-57,mobile,-79,0,YES,4,YES,YES,90,NO,NO,NO,
00176195,22715388,Habersaathstraße 2,0200000140007212,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-67,0,YES,3,YES,YES,91,NO,NO,NO,
00175847,3037939,Torstraße 188,02000001400072D6,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-85,16,YES,33,YES,YES,78,NO,NO,NO,
00176316,2968943,Petersburger Straße 81,02000001400075C7,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-55,0,YES,112,YES,YES,84,NO,NO,NO,
00176315,2968943,Petersburger Straße 81,02000001400075C7,YES,ok,2025-10-14 06:53,3.1.21-vfde-59,mobile,-55,0,YES,112,YES,NO
00176354,2923383,Leipziger Straße 119,02000001400075A4,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-75,0,YES,120,YES,YES,90,NO,NO,NO,
00176168,2968942,Petersburger Straße 78,02000001400075B6,YES,ok,2025-10-14 06:49,3.1.21-vfde-59,mobile,-75,0,YES,107,YES,YES,77,NO,NO,NO,
00175970,2948180,Muskauer Straße 26,020000014000763F,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-87,0,YES,31,YES,YES,62,NO,NO,NO,
00176062,2896347,Köpenicker Straße 108,02000001400071E0,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-79,0,YES,3,YES,YES,83,NO,NO,NO,
00175949,2896345,Köpenicker Straße 104,020000014000782B,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-65,0,YES,49,YES,YES,87,NO,NO,NO,
00176289,2987032,Ritterstraße 41b,0200000140007692,YES,ok,2025-10-14 06:50,3.1.21-vfde-59,mobile,-73,1,YES,3,YES,YES,89,NO,NO,NO,
00176283,3027846,Strausberger Straße 44,0200000140007507,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-71,0,YES,139,YES,YES,83,NO,NO,NO,
00175966,2842708,Friedrichsgracht 58,0200000140007721,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-81,0,YES,255,YES,YES,85,NO,NO,NO,
00176055,2940672,Mauerstraße 68,020000014000730F,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-81,0,YES,87,YES,YES,89,NO,NO,NO,
00175899,2839737,Frankfurter Allee 90,02000001400074E4,YES,ok,2025-10-14 06:48,3.1.21-vfde-59,mobile,-79,0,YES,66,YES,YES,89,NO,NO,NO,
00175944,2936560,Marchlewskistraße 26,0200000140006A16,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-71,0,YES,175,YES,YES,86,NO,NO,NO,
00176139,2899989,Karl-Liebknecht-Straße 11,020000014000705C,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-81,0,YES,6,YES,YES,71,NO,NO,NO,
00176128,2836630,Fischerinsel 2,02000001400071D2,YES,ok,2025-10-14 06:52,3.1.21-vfde-59,mobile,-77,0,YES,4,YES,YES,89,NO,NO,NO,
00176054,3017629,Spandauer Straße 2,0200000140007695,YES,ok,2025-10-14 06:49,3.1.21-vfde-57,mobile,-81,11,YES,7,YES,YES,86,NO,NO,NO,
00175930,2985841,Rigaer Straße 108,0200000140007646,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-75,0,YES,150,YES,YES,83,NO,NO,NO,
00176326,2972085,Platz der Vereinten Nationen 2,02000001400074A6,YES,ok,2025-10-14 06:49,3.1.21-vfde-56,mobile,-63,0,YES,37,YES,YES,86,NO,NO,NO,
00176125,2973105,Poststraße 2,02000001400071DD,YES,ok,2025-10-14 06:51,3.1.21-vfde-57,mobile,-79,1,YES,54,YES,YES,80,NO,NO,NO,
00175924,2839737,Frankfurter Allee 90,02000001400074E4,YES,ok,2025-10-14 06:48,3.1.21-vfde-59,mobile,-79,0,YES,66,YES,YES,86,NO,NO,NO,
00176136,2899989,Karl-Liebknecht-Straße 11,020000014000705C,YES,ok,2025-10-14 06:51,3.1.21-vfde-59,mobile,-81,0,YES,6,YES,YES,87,NO,NO,NO,
